Unnamed: 0,description,points,country,province,variety,price
28332,"A tannic blend of Montepulciano, Sangiovese, Merlot, Syrah and Cabernet Sauvignon, this is closed in the nose and dense in texture.",82,US,California,Red Blend,35
16594,"Extravagantly rich in tropical fruit, orange, honey and sweet oak flavors, this is balanced, with crisp acidity and a dry finish. It's a good example of the popular style, at the upper tier.",92,US,California,Chardonnay,64
95706,"A lovely drink from a winery in Massachusetts where all they produce is apple ice wine. One sip and you're instantly transported to standing in an orchard on a brisk fall afternoon, with forward aromas and flavors of baked apples with soft spice, caramel and tangerine citrus. Full in the mouth with moderate acidity and a crisp, clean finish.",89,US,Massachusetts,Apple,25
114130,"Bitter oak, a sugary mouthfeel, and an earthy, chunky, pineapple candy-flavored palate.",83,US,Oregon,Chardonnay,10
15531,"Very rich, ripe and bold, in the way of Pisoni Vineyard Pinot Noirs, with mouth filling cherry, raspberry, red plum and mocha flavors, enhanced with smoky oak. Tasty, but a bit ponderous, with some sharpness through the finish. Try cellaring for 4–5 years and see where it goes.",89,US,California,Pinot Noir,80
79587,"A savory, lightly herbal character complements raspberry and cherry flavors in this medium-bodied and well-balanced wine. It has light tannins for a little grip in the texture, and attractive complexity from the aroma to the finish.",89,US,California,Red Blend,28
641,"Completely stainless-fermented and aged, this is a blockbuster of a white wine, refreshing and exotic in floral intoxication. Dry and light-bodied, it offers an edginess of slate-like minerality along with aromas of apricot and peach, finishing in a dusting of white pepper.",92,US,California,Pinot Gris,25
77463,"Buoyant and blossomy, this semidry Riesling bursts of fresh apple and grapefruit flavors and a distinctly floral perfume. A tart lime edge frames a brisk, clean finish. Drink now to appreciate its freshness and aroma.",89,US,New York,Riesling,14
59169,"Lychee and mango aromas waft from this delicate wine. Off-dry in style, it's unusually brisk on the palate with crisp stone-fruit flavors and bright tangerine acidity. It closes with a lacy sweetness.",87,US,New York,Gewürztraminer,22
95779,"This is a particularly fine vintage for the popular Dr. Wolfe's, maintaining the customary blend of Primitivo, Lemberger and Petite Sirah. Dark and smoky, with dense flavors of berry, cassis, licorice and dark chocolate, it is far more substantial than most red blends in this price range.",90,US,Washington,Red Blend,15
2346,"Mike Sinor's pet-nat experiment scored big in 2016. This pink sparkler offers complex yeasty bread, crushed rock and turned clay aromas. Zingy and racy, it grabs hold of the palate. It's all about fascinating texture and refreshing acidity.",92,US,California,Pinot Noir,25
28946,"A deep color and oodles of blackberry and boysenberry flavors lend a lot of impact to this full-bodied, ripe and almost jammy-tasting wine. It is generous, layered and concentrated but not overly serious in terms of tannins. Call it big but friendly.",90,US,California,Rhône-style Red Blend,36
140291,"Malbec and Petit Verdot are the other two grapes in this juicy, toasty blend. There's plenty of black cherry fruit, and equally generous flavors of mocha and toast, all wrapped together around ripe, slightly grainy tannins.",90,US,Washington,Cabernet Sauvignon,40
74800,"An average, slightly raw Syrah, with edgy tannins that finish with a bit of a scowl. Packed inside are blackberry, currant, cocoa, pepper and herb flavors.",83,US,California,Syrah,18
92306,"This is a soft, approachable juicy and unfussy wine, wrapped in sturdy stalks of oak and showy tannin. It offers a value-minded taste of blackberry jam and leather.",84,US,California,Cabernet Sauvignon,25
85518,"A fine single-vineyard Syrah, aromatic with seductive scents of berry and earth, accented with toast and set up in the mouth with firm tannins. It's an elegant take on Syrah, very pretty, juicy and tart. More bottle time is a good idea before drinking, or decant it for several hours to smooth it out further.",90,US,Washington,Syrah,35
55010,"This easy-drinking wine is full of fruit in the aromas and flavors and has a smooth, non-tannic texture and full body. Its concentrated raspberry and red cherry aromas are followed by ripe plum and cherry flavors, with juicy acidity.",89,US,California,Barbera,29
13249,"This is off-dry to sweet, with honey, orange and vanilla flavors with a touch of petrol.",84,US,California,Riesling,14
25550,"Lush cassis aromas are cut by black pepper and charcoal on the nose of this bottling by Las Vegas sommelier-turned-winemaker Paolo Barbieri, who was raised in Rome. It's still young and tightly wound on the palate, but slowly unfurls boisterous blackberry fruit, thyme and pepper, with sticky firm tannins and a strong acidity from front to back.",92,US,California,Syrah,46
127265,"Hot blueberry paste, fudge and wet gravel make for an in-your-face nose on this bottling of a three-acre block of the Valley View Vineyard by regional growing pioneer Louis Lucas and retired Judge Royce Lewellen. The palate shows black cherry laced with espresso and black-rock minerality, and an ageable acidity. It could be a cellar classic, but it's tasty right now.",92,US,California,Cabernet Sauvignon,48
82063,"The Grand Vin from Water's Crest hits the nose with intense aromas of char, smoke and dark cherries, but is laced with a veil of green, vegetal notes throughout. On the palate, flavors of black coffee and rich black fruit are followed by a sweet vanilla chaser. Sturdy but supple tannins add structure and bite.",85,US,New York,Merlot,25
8108,"Vivacious on the nose, with hibiscus flowers, pomegranate, strawberry, rose petal and cola aromas, this bottling from a historic vineyard is both juicy and delicate at the same time. Vibrant flavors of cranberry, pomegranate, hibiscus and even red melon show on the palate, enhanced by dried fennel, sage and purple flowers.",93,US,California,Pinot Noir,65
106887,"The vineyard is in a warm, inland section of Mendocino County, and the wine is ripe to the point of super-mature. It lacks the acidity for vibrancy, while the blackberry, coffee and chocolate flavors are Porty and off-dry.",84,US,California,Zinfandel,35
8052,"A boisterous, easy-drinking red wine that gushes ripe fruit and sweet oak aromas. It tastes almost sweet, like blackberry jam, and seems soft-textured in spite of its full body.",86,US,California,Rhône-style Red Blend,31
137819,"Clean and fresh, this food-friendly wine tastes of pear, jicama and celery. It's light and balanced, and would make a fine accompaniment to a springtime salad or a simple fish course.",87,US,Oregon,Pinot Gris,16
79321,"One of the winery's sweeter wines, this Pinot Noir-based bubbly has jammy raspberry, strawberry and vanilla flavors. Ultra-crisp acidity provides needed balance. It's a little heavy, but will appeal to those who want some sugar in their sparkling wine.",87,US,California,Sparkling Blend,33
12983,"This opens with a strong sense of coconut that abruptly hits pomegranate and cranberry on the palate. The sweetness of the coconut dissipates on the finish, which veers slightly sour.",84,US,California,Cabernet Sauvignon,75
52293,"This is the second label for Col Solare, the Ste. Michelle/Antinori collaboration on Red Mountain. A fine bottle for the price, it shows the same elegance and supple texture as the frontline wine. Black cherry, blueberry, mocha and smoke swirl over and around the palate. Only in the finish does it seem to fade quickly, with a very slight suggestion of glue in the aftertaste.",88,US,Washington,Red Blend,45
91348,"A wonderful wine, one of the best Petite Verdots in California, although the truth is there aren't all that many. It's sturdy in tannins and richly textured, with delicious blackberry flavors that are a little earthier and drier than Cabernet Sauvignon.",92,US,California,Petite Verdot,35
58544,"A rich, fruity wine with explosive blackberry and cherry jam, black currant, spicy plum and smoky cedar flavors. Direct and obvious now, but could develop bottle complexity over the next 4–6 years.",87,US,California,Bordeaux-style Red Blend,40
22545,"From Long Shadows, a rare, barrel-fermented Riesling. Sappy, tart, juicy and stylish, this is loaded with pear, grapefruit and Meyer lemon. The acidity is generous but softened up a bit by the extra oxygen from the fuder.",91,US,Washington,Riesling,25
48646,"This estate-grown Pinot Gris has a pleasing delicacy, balancing light citrus with whiffs of pine and a base of pear and cucumber. Just 13% alcohol, it might strike some tasters as a little thin, but it would make a fine accompaniment to a course of soft, creamy cheeses.",87,US,Oregon,Pinot Gris,15
117861,"Another fabulous I Block from Mondavi. Exceptionally ripe in grapefruit, lime and gooseberry fruit, it shows the minerality of this vineyard that gives the wine grip and grounding. Bone-dry, with crisp supportive acidity and just the right amount of oak, it's wonderful now. This is not a wine to age, but will hold over the next four years.",93,US,California,Fumé Blanc,75
138250,"Made from Chardonnay, Viognier and Chenin Blanc, this Mendocino-Lodi-Clarksburg blend is a little too sweet for comfort. There's a sugary edge to the apricot, peach and vanilla flavors that makes it not really a dry table wine. But racy acidity gives it an extra point.",83,US,California,White Blend,11
24963,"A rich wine that flatters the palate with flashy berry, cherry cocoa and oak flavors. Andrew Murray has been one of the Central Coast's true Rhône variety pioneers.",88,US,California,G-S-M,30
47121,"A disagreeable Rhône-style blend, soft, sweet and unripe, with gentle tannins.",81,US,California,Rhône-style Red Blend,24
116481,"This wine captures the popular grapefruity, grassy style of the variety in a crisp, refreshing and flavorful way. Light to medium bodied and full of bracing acidity, it will be great with seafood or as a pre-dinner drink.",88,US,California,Sauvignon Blanc,16
97096,"Base notes of vanilla, peach and honeysuckle linger on the nose as honeydew and chamomile show in the background. Tangerine, honeysuckle, peach, honeydew and ginger show on the rich palate, with a zip of acidity o the long, tingly finish.",88,US,Virginia,Viognier,24
90788,"Good acidity on this clean, vibrant wine, with interesting pineapple, orange, pear and honeysuckle flavors. If you like your wines a little sweet, try it as an interesting alternative to Sauvignon Blanc or Pinot Gris.",87,US,California,Grenache Blanc,20
145904,"Here's a raspingly tannic, high-acid wine that feels astringently dry at first. Then the cherry flavors kick in, and all sorts of complexing herbs, spices and oak influences. It's an interesting red, but those tannins and acids call for something rich and Italian, like chicken cacciatore.",89,US,California,Sangiovese,24
58814,"A good effort at this price, this tart and tasty Pinot mixes cranberry and sour cherry fruit with plenty of juicy acidity. Ten percent was aged in new French oak, and you can pick up just a lick of chocolate as the finish fades.",87,US,Oregon,Pinot Noir,15
59432,"This Merlot over-delivers for the everyday price. It's bone dry and classically structured, with rich, ripe tannins and mouthwatering acidity framing flavors of cherries, red and black currants, dusty spices and cedar. Sommeliers, scoop this one up. More than 15,000 cases produced.",87,US,California,Merlot,11
79674,"A nose of clean citrus and spice leads on this simple but likeable Chardonnay. On the palate, it offers more of the fresh flavors and the finish is crisp. A nice wine with seafood and salad, and a good choice for fans of lively whites.",83,US,New York,Chardonnay,20
79700,"This wine combines green, herbal overtones with puckering, bitter tannins, a unsavory mix that doesn't please the palate.",82,US,California,Merlot,44
39964,"There's a lovely sweetness to the fruit, which tastes like ripe, just-picked blackberries. Old vines, 100+ years, deliver sweet, supple, sexy fruit. The wine has very dry tannins, and it might profit from some blending, but with a vineyard this special you have to admire the single-vineyard approach.",93,US,California,Zinfandel,28
4056,"Made from Cabernet Sauvignon, Merlot and Petit Verdot, this rosé has a weightiness. It's juicy, bold and dry, with a hue of freshly cut watermelon that follows on the palate, alongside dried cranberry and currant.",87,US,California,Rosé,20
43865,"From this always dependable producer comes this lovely, supple wine. There are plenty of bright, ripe raspberry, black-cherry and cola flavors nuanced by smoke and spice notes from oak. If it’s not terribly complex, it more than makes up for it with the liveliness of the acids, the balance and the silky harmony.",88,US,California,Pinot Noir,22
28968,"This is a blend of 81% Cabernet Sauvignon, 18% Merlot and 1% Cabernet Franc, and all of the fruit came from old vines from two of Washington's most revered vineyards, Champoux and Weinbau. Supple and ripe, it's packed with a brilliant, flavorful mix of berries, cherries and cassis. The tannins are polished, and the barrel-derived notes of toast, cinnamon, coffee and caramel linger through the long, smooth finish.",96,US,Washington,Bordeaux-style Red Blend,65
9955,"A solid deal for the price, this blend of 70% Cabernet Sauvignon and 30% Cabernet Franc presents aromas of pine forest, damp caves and black cherry. The blueberry juice flavors fade fast, leaving black sage on the finish. The tannins are ready to drink now.",87,US,California,Bordeaux-style Red Blend,20
117162,"A bit on the sugary sweet side, but otherwise this is a nice cocktail sipper. Shows good acidity coupled with pineapple, Meyer lemon, lime, green apple and spice flavors. Would score much higher if it were drier.",85,US,California,Sauvignon Blanc,20
98901,"Superripe in blackberry, red plum, cherry, mocha, fig and caramel flavors, this wine certainly scores high on the deliciousness factor. It could use greater structural depth and complexity but is good overall.",87,US,California,Syrah,32
100624,"This is the first Easton Pinot Noir ever reviewed in this magazine, and it's a promising start for the winery, which is known for Zinfandel. Shows Pinot's dryness and silky texture, and proper flavors of raspberries, red currants, cola, spices and cedar. The next step, if Easton is ambitious, is to build in complexity.",87,US,California,Pinot Noir,25
25272,"Made from 60% Chardonnay and 40% Pinot Noir, this is a young, light sparkler with developed flavors of honey, lychee and apple. The body is crisp and medium in weight, and it finishes tart in lemon.",87,US,California,Sparkling Blend,25
50083,"The oak (40% new French and American) is up front, with aromas of barrel spices, cocoa and generous amounts of vanilla followed by cherries and blue fruit. This wine is velvety in feel, displaying a mixture of fruit and barrel that carries through the finish. The oak influence is heavy but the appeal is impossible to ignore.",90,US,Washington,Cabernet Sauvignon,15
49213,"The Cherryblock Cabs seem to share a common minty characteristic that's particularly noticeable in this vintage. There's also a decent amount of cassis, earth and tobacco, and the finish remains firmly tannic. Drink or hold.",87,US,California,Cabernet Sauvignon,120
6934,"This winery is at the extreme edge of the pick-early, low-alcohol movement, which can make the wines challenging for the usual California Pinot fan. But this Pinot begins on familar territory, with heady aromas of dried violet and scarlet rose, damp forest floor, and cinnamon-laced cranberry sauce, managing to be both brisk and funky. The flavors are light and tart, but will pick up more savory characteristics from 2018–2024.",93,US,California,Pinot Noir,70
82200,"This is Swanson's top Cabernet, which includes a splash of Merlot. As always, it's rich, tannic and dry, and it possesses a deep core of blackberry and black currant flavors. It seems more tannic and sharp than in previous vintages, which suggests its ageability. Try holding it until 2015.",90,US,California,Cabernet Sauvignon,75
41383,"A little green and minty, with some stalky flavors, but dry and vibrant in acidity. Offers good cherry and raspberry pie flavors that are wrapped into a silky texture, with beautiful tannins. Drink now.",87,US,California,Pinot Noir,40
80803,"Oaky and ripe, this Chardonnay shows soft flavors of pineapples, Meyer lemons, mangoes and sweetly smoked vanilla oak. Made in the modern style for drinking now.",86,US,California,Chardonnay,40
118047,"This is Duckhorn's signature vineyard for Merlot, located off the Silverado Trail below Calistoga. It's also the winery's most variable Merlot, showing distinct vintage variation. The 2004 was a warm vintage, and the wine is soft and voluptuous in pie-filling cherry, raspberry and blackberry flavors. But it doesn't have the tough tannins that cooler vintages show.",88,US,California,Merlot,85
53679,"A simple, easy Cabernet, rich in black currant, chocolate and oak flavors, and wrapped into thick, soft tannins. Drink now.",84,US,California,Cabernet Sauvignon,15
123506,"This wine comes from the original, own-rooted, 1965 plantings. It would be interesting to trace the ancestry of these vines, as such things were far less understood 50 years ago. Soft, round and fruity, this offers pleasant flavors of melon and apple. A dash of vanilla cookie coming through as it finishes.",86,US,Oregon,Pinot Blanc,22
33352,"Insanely rich and opulent, brimming with apricot and tangerine jam, green-apple butter, pineapple tart, vanilla, honeysuckle, buttered toast and spice flavors. Somehow, the mass is reined in by a tight framework of acids, minerals and oak tannins. This shows the pedigree that comes from this famous vineyard, as well as the Williams Selyem signature of extreme class and deliciousness. Drink over the next five years.",94,US,California,Chardonnay,55
59782,"Delectable notes of pastry spice, blackberry and vanilla unfurl onto the medium-bodied palate, which is bolstered by sinewy tannins and finessed acids.",87,US,Virginia,Cabernet Sauvignon,18
131210,"Geyser Peak's Reserve Chards have been pretty good lately, as they learn how to bring balance to grapes that ripen so easily. The '05 is plenty ripe, packed with jammy apricot, tangerine and oaky vanilla custard and butterscotch flavors. It's a rich, exotic wine, with good enough acidity for balance.",88,US,California,Chardonnay,23
135525,"Kirby Anderson, Gainey's longtime winemaker, has crafted this wonderfully rich, vibrant and expressive wine. Partially barrel fermented, but with no new oak, it has a creamy texture framing ripe flavors of apricots, peaches, lemons, limes and grapes. Drink it now for its youthful exuberance.",92,US,California,Sauvignon Blanc,20
90108,"True to the ambitious Damiani style, this wine has tightly packed fruit tones with a generous overlay of vanilla and mocha from toasty new oak. Intoxicating flavors of caramelized pineapple and boysenberry frame the dense palate while refined tannins provide a counterbalance to the dense fruit. The finish is moderately long and slightly drying, winding up with a chocolate note. Best 2011–2013.",88,US,New York,Meritage,27
81903,"From the winery's Phinny Hill vineyard, the Columbia Rediviva is 48% Cabernet Sauvignon and 52% Syrah. Complex and satiny, it's a riveting wine, inky and bursting with a sensuous mix of berry, cassis, mocha, loam, cinnamon and spice. Tremendous density and depth; despite its youth the wine curls around the tongue like thick smoke, showing more and more detail.",96,US,Washington,Cabernet Sauvignon-Syrah,48
50711,"This estate-grown wine is tart and tangy, with a backbone of enviable structure. Orange citrus adds an illusion of heightened acidity that balances the burly tannins that give strength and power. Red cherry and pomegranate round out savory clove and black tea on the way to an earthy finish. Drink now through 2023.",93,US,California,Pinot Noir,42
62457,"Like a nice German kabinett. There's lots of fresh, clean acidity framing off-dry peach, citrus and spice flavors.",83,US,California,Riesling,12
96749,"Lemony and toasty, this approachable wine is rich and balanced, its texture soft and the flavors long-lasting, highlighted by a taste of lemon meringue.",88,US,California,Chardonnay,25
99805,"Lush and full-bodied layers of velvety texture support firm flavors of baked cherry, pomegranate, pine forest and earth, a vibrant current of acidity bursting beneath. Layers of tannin provide a hearty mouthfeel and sense of density, signaling a robust vintage.",91,US,California,Pinot Noir,48
137539,"This meaty, substantial wine was barrel fermented in neutral oak and hints at oxidation, particularly in terms of its dusty, tawny color. Clocking in at 14.9% alcohol, it definitely shows some heat on the finish. But it's a full-bodied style with immediate appeal, lush with candied fruit flavors, streaks of butter and toasted nuts. Its weight and mouthfeel are very much like a ripe Chardonnay, but with added perfume and precision.",88,US,Washington,Viognier,18
64372,"Feels gritty and rough, with a disagreeable mouthfeel that seems to make the cherry-berry fruit taste sweeter and tarter than it really is. There's also lots of sweetly smoked oak. Could just be being difficult now, but doesn't seem likely to improve.",84,US,California,Cabernet Sauvignon,35
81630,"Sourced from the oldest vines in the Willamette Valley, just two barrels were made of this wine. It's smooth, rich and elegant—a mix of pineapple and citrus—with light hints of coconut and toast. There's good concentration in the finish, heightened with citrus rind phenolics.",92,US,Oregon,Chardonnay,60
63548,"Nicely dry and crisp in clean acidity, this Sauvignon Blanc has flavors of limes, gooseberries, and vanilla. But there's a lot of that notorious feline spray aroma and taste that detracts.",83,US,California,Sauvignon Blanc,14
122874,"A blend of fruit from Woodward Canyon and Celilo vineyards, subtle aromas of pear, apple and toast lead to elegant well-balanced fruit flavors, brightened by tart acidity. The balance is exquisite. Apple flavors persist on the finish.",91,US,Washington,Chardonnay,44
44246,"A great follow-up to the winery's 2008, this continues a roll of classy Diamond Mountain-based Cabs from Wallis Family. It's dry, softly tannic and likeable for its depth of blackberry, cherry, currant and cedar flavors. This straddles the line between immediate drinkability and ageability.",93,US,California,Cabernet Sauvignon,65
8252,"Crunchy fresh pears and white grapefruit abound in this pert fruity Pinot Grigio. Despite its light body, it's expansive and silken on the palate, finishing on a crisp lemon-drop tone. Drink now through 2019 to maximize its fresh appeal.",89,US,New York,Pinot Grigio,16
62185,"Aromas of birthday cake, fig, tobacco, soy and shitake take this lead on this blend that seems advanced. Flavors are tart and silky, with slightly gritty tannins. Drink now.",86,US,Washington,Bordeaux-style Red Blend,40
89140,"This is a nice, likeable Cabernet made for drinking now. It shows fancy Napa tannins and ripe, sweet flavors of blackberries, red cherries, licorice and sandalwood that are intense and concentrated in the way of mountain fruit. Lovely and easy, it will develop bottle complexity over the next 2–3 years.",88,US,California,Cabernet Sauvignon,59
48925,"Rich and delicious, although it's also somewhat soft and direct. Offers upfront, jammy flavors of raspberries and cherries, with elaborate oak touches of toast, vanilla and caramel. Drink now.",86,US,California,Tempranillo,25
20389,"Thin fruit, with a canned pea scent and a hint of the veggies.",85,US,Idaho,Cabernet Sauvignon,15
83005,"This Cabernet-Merlot blend is packed with blackberry and crème de cassis, with a firm minerality. With the weight of the middle palate and the long, spicy finish, it's especially attractive, although it's also quite tannic. The only difference between this Estate Monte Bello Cabernet and Ridge's Monte Bello Estate Cabernet ($150; note the difference in the placement of ""estate"") is that the winemaker selected lots from the vineyard that were considered more accessible, which in this case means more luscious. Despite its many charms, the wine should age for a long time.",95,US,California,Cabernet Sauvignon,40
134032,"Nicholas Cole Cellars is the winery, and the grapes in this Bordeaux blend are essentially all estate, except for a little Canoe Ridge Merlot. This is substantial, herbal, with plenty of juicy red fruit and a leafy, earthy sub-text. Dark, exotic, tangy and still youthfully sharp, this needs breathing time to soften up and open out.",89,US,Washington,Red Blend,25
126012,"The wine is 100% varietal, very fresh, and loaded with lime and citrus and citrus rind—a real oyster and shellfish wine. There is discernible minerality, plenty of acid, and alcohol just touching 13%.",88,US,Washington,Viognier,20
51756,"As in 2009, the 2010 Bully includes 10% Petit Verdot, and was aged in 100% new French oak. Muscular tannins and hints of caraway speak to the substantial addition of PV, and the wine is at first chewy and closed. Give it aerating and it shows plenty of depth, with dense raspberry fruit, notes of white pepper and crushed rock, and a lively streak of lemony acid.",93,US,Washington,Cabernet Sauvignon,50
94684,"This light-bodied Rhône-style blend is mostly Grenache and Mourvèdre. It's simple and easy to drink, with flavors of raspberries, cherries and spices. Give it a bit of a chill and pair it with a hamburger.",85,US,California,Rhône-style Red Blend,22
38125,"A mix of estate-grown and sourced (from the Rogue valley) grapes, this Oregon Merlot has black cherry and chocolate at its core, but quickly thins out, with very tart acidity. It's got its own style, with stiff tannins, the leaf and stem notes subdued, and a fine balance. But it will show best with food, especially steak.",87,US,Oregon,Merlot,20
128337,"Take two somewhat obscure, often-overlooked grapes, make a 50-50 blend, and voila—magic. Peppery, fruity, grapey, loaded with berries and dotted with spice, this delicious bottle has “summer” written all over it. Pour it at any barbecue and wait for the applause.",88,US,Washington,Grenache-Carignan,22
67443,"Here is a powerful young wine with concentrated plum and cherry fruit. It's beautifully built around perfectly ripened tannins that provide solid support without being intrusive. Compact and well proportioned, it lingers with highlights of espresso grounds, dark chocolate and black tea.",94,US,Oregon,Pinot Noir,60
59244,"A little soft in acidity, a little sweet in sugary flavor, this Sangiovese has cherry, tobacco, licorice and vanilla-spice flavors that are wrapped in silky tannins.",83,US,California,Sangiovese,35
89073,"Reserve is an unregulated term, so it is unclear what this means at Silvan Ridge. This is a thin, herbal and noticeably earthy wine. There is little in the way of fruit or varietal specificity. But it's perfectly quaffable.",83,US,Oregon,Merlot,19
49998,"An elegant Viognier, this first release from a young Lake Chelan vineyard has unusual delicacy for this often-bitter grape. At a moderate 13% alcohol, it shows lemon and lime rind, pink grapefruit and just a hint of white peach flavors. It finishes dry, and despite its lightness, it has a nice grip and persistence through the finish as well as firm acidity. Could be a gem with fresh oysters.",88,US,Washington,Viognier,19
49377,"Floral aromas and flavors mingle in a sweet, slightly soapy midpalate. The fruit is nondescript; what is most noticeable are the brown, sweet spices.",85,US,Oregon,Pinot Noir,29
47452,"A glorious wine. Based on Merlot, with nearly equal parts of the two Cabernets, it's softly smooth and delicious right now. Totally bone dry, yet rich and sweet in cherries, berries, chocolate and cedar, it satisfies on every level. Expensive, yes, but a relative bargain for a great Napa wine.",94,US,California,Bordeaux-style Red Blend,50
45177,"A polished, elegant Merlot, with good structure framing deep flavors of currants, carob, violets and anise. The thick tannins suggest a good steak. Now through 2009.",90,US,California,Merlot,38
57299,"This is 100% Cabernet, with the purity that is a recurring hallmark of Rulo's wines. A deep, and deeply satisfying fruit expression, lifted with juicy acidity, brings a mélange of berries, cassis and black cherries into play. The grace notes pile on—smoke, black olive, tar, tobacco leaf, bitter chocolate. Young, bracing, and built to age.",93,US,Washington,Cabernet Sauvignon,40
21820,"Watery and sweet, like fruit juice, with orange, pineapple and buttered toast flavors.",82,US,California,Chardonnay,13
94111,"Locked down by hard tannins, this nonetheless is a beautiful Zinfandel, dry and rich in flavor. It bursts with savory wild berry, tobacco, mocha and pepper flavors, and feels elegant and refined. The tannins call for enormously rich beef, pasta, sauces and cheeses.",92,US,California,Zinfandel,35
105919,"Vibrant and youthful, this wine greets the taster with fresh, clean scents of honey, fall flowers and roses. It's medium-bodied and crisp, with a final peach note that fades a bit too quickly. Try with Thai curry. No improvement with age; drink before 2011.",83,US,New York,Gewürztraminer,18
28611,"All Cabernet from Champoux, Klipsun, Palengat and Wallula vineyards, this wine offers aromas of blackberry, incense, blueberry, pencil lead and barrel spices. On the palate, it's tightly wound with black fruit flavors and a firm backbone of tannins. The oak is primary right now. It needs extended time in the cellar to show itself fully, and will be best from 2022–2030.",95,US,Washington,Cabernet Sauvignon,140
67322,"Shows the dry, lightly elegant mouthfeel that a pure Cab Franc should have, with polished cherry and vanilla flavors. But it struggles to rise beyond country-style.",85,US,California,Cabernet Franc,22
45116,"An appealing quaffer with notes of passion fruit, papaya and citrus. It drinks a hair off dry (1.2g/L residual sugar), with moderate concentration, and goes down easy.",85,US,Washington,Sauvignon Blanc,10
64425,"Intensely herbaceous with a woody characteristic and touch of green olive, this estate-grown wine offers tight-grained tannins and a lift of acidity around deeper notes of cassis and chocolate. From a vineyard in St. Helena, it shows the relative coolness of the vintage.",90,US,California,Cabernet Franc,48
35883,"Strong, caramelized oak stars in this dry, rather one-dimensional Cabernet. Despite some black currant, anise and mocha flavors, it's like drinking toothpicks.",84,US,California,Cabernet Sauvignon,40
56009,"This is a lighter Schindler than in the past, reflecting the difficult, rain-soaked 2007 vintage. But it shows the character of the vineyard, with subtle hints of blood, rock and herb providing the foundation below the tangy, spicy and tart red fruits. Great winemakers make good wines in even the most difficult vintages; this is the proof.",89,US,Oregon,Pinot Noir,42
70873,"A bit on the weedy, sharp side, with some prickly acids. Has just enough peaches and cream flavor to satisfy Chard lovers.",83,US,California,Chardonnay,16
3176,"Distinctive in aroma and flavor profile, this medium-bodied red smells like cedar, tobacco and black pepper. A blend of Mourvèdre, Montepulciano and Barbera, it boasts an earthy personality that is appealing and unique. Fifteen percent of the proceeds from the sale of this wine are contributed to the Return To Freedom Wild Horse Sanctuary.",90,US,California,Rhône-style Red Blend,25
6457,"Sourced from a small vineyard in the The Rocks of Walla Walla, this shows classic, terroir-driven umami flavors. It's as if the fruit were soaked in seaweed, then lifted on a platform of rock. It has lovely aromatics, with a rather delicate finish that's nuanced with cherry and tar.",91,US,Washington,Syrah,60
53840,"Extraordinarily rich, offering massive blackberry and cherry jam, red currant, licorice, balsam, bitter chocolate and red pepper flavors. It's very tannic, but seems overly soft, and probably best now, so drink up.",90,US,California,Syrah,98
101059,"Simple and direct, with minty flavors of blackberries, licorice, cola, peppercorns and vanilla. On the plus side, the wine is fully dry, the tannins smooth.",84,US,California,Cabernet Sauvignon,8
72338,"A marvelous Pinot Blanc, this combines aromatic hints of almond with mixed citrus fruit and rind, zippy acidity and a great wash of minerality. It cleanses and tickles the palate, lingering sensuously through a finish of surprising depth.",92,US,Oregon,Pinot Blanc,29
122162,"Crisp acidity saves this rather sweet, oaky wine by giving it a clean mouthfeel. The flavors are of pineapple and apple juice, honey and vanilla caramel.",83,US,California,Chardonnay,17
11079,"Simple fruit and a sweet, almost candied flavor. This wine seems unbalanced. There's an odd hole in the middle, and very little weight or tannin in the finish. It's all forward, sweet fruit, more like candy than berries.",82,US,California,Zinfandel,12
141199,"Very ripe, in the manner of this spectacular vintage, showing a blast of cherry pie filling, black raspberry tart, cola and smoky oak flavors. The acidity is firm and clean. Feels juvenile, with a jamminess that a few years in the cellar should resolve.",89,US,California,Pinot Noir,54
44379,"A good bistro-style wine. With rustic flavors of berries, currants and tobacco and a clean, spicy finish, it's a wine to drink with anything calling for a dry, tannic red.",85,US,California,Red Blend,14
41628,"Excellent winemaking by Mike Januik, as with all these Novelty Hill wines, keeps the fruit, acid and tannins all in perfect proportion. The flavors mix blackberry and black cherry; and this young wine is still firm and wound tight.",89,US,Washington,Cabernet Sauvignon,28
106154,"Pretty with aromatics of rose petals, this layered, complex wine offers restrained power and demure fruit. In taste, it's a mix of black cherries and that cola-like allspice that is prevalent in many Russian River Valley sites. The mouthfeel is round and soft, with just the right tension between tannin and acidity, with a protracted finish of toasty oak.",90,US,California,Pinot Noir,58
85410,"This delicious wine is as soft, silky and supple as can be. The fruit is slathered in spicy, chocolaty oak, which lends some sharpness to the edges. Red berries and red licorice lead into finishing flavors of baking chocolate. But as tasty as it is when first opened, it fades quickly, suggesting that this is one to drink up rather than lay down.",89,US,Washington,Merlot,20
89285,"While the concentrated flavors of peaches and sweet pears are pleasant, whiffs of smoke and toasted nuts lend a savory, rather atypical character to this dry Gewürz. It's dry and brisk, with soft, lemony acidity.",84,US,New York,Gewürztraminer,13
